Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
25-07-2024,19:24:16,"""CNR4449212""",Completed,"""CID1880402""",Auto,Chanakyapuri,Tughlakabad,4.3,32.7,1,Driver issue,1,Customer related issue,1,No proper reason,438,40.81,5,4.6,UPI
24-10-2024,17:58:57,"""CNR1307852""",Completed,"""CID9369931""",Go Sedan,Palam Vihar,Yamuna Bank,7,16.7,1,Driver issue,1,Customer related issue,1,No proper reason,761,19.48,3.3,4.7,Cash
30-03-2024,07:19:01,"""CNR7904313""",Completed,"""CID9910935""",Go Sedan,INA Market,Sarai Kale Khan,11.6,29.9,1,Driver issue,1,Customer related issue,1,No proper reason,376,10.77,4.2,5,UPI
12-07-2024,13:50:51,"""CNR4374622""",Cancelled by Customer,"""CID3541384""",Auto,Dilshad Garden,Green Park,11.2,10,1,Change of plans,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
28-10-2024,20:40:57,"""CNR2289450""",Completed,"""CID6682638""",Auto,Kalkaji,Udyog Vihar,4.1,28.4,1,Driver issue,1,Customer related issue,1,No proper reason,716,21.62,4.3,3.6,Uber Wallet
01-01-2024,20:25:56,"""CNR6786441""",Completed,"""CID7659776""",Bike,Chirag Delhi,Sarojini Nagar,4.6,30.6,1,Driver issue,1,Customer related issue,1,No proper reason,636,31.53,3.7,3,Uber Wallet
22-12-2024,05:05:04,"""CNR2825507""",Cancelled by Driver,"""CID5204009""",Premier Sedan,Punjabi Bagh,Basai Dhankot,11.7,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
17-12-2024,20:59:13,"""CNR1084995""",Completed,"""CID3642655""",Auto,Madipur,Rajiv Chowk,11.4,36.1,1,Driver issue,1,Customer related issue,1,No proper reason,415,42.93,4.8,4.3,Cash
27-08-2024,12:26:42,"""CNR6156368""",Cancelled by Driver,"""CID9475799""",Go Mini,Faridabad Sector 15,Ardee City,5.2,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
09-11-2024,21:00:09,"""CNR1342425""",Cancelled by Driver,"""CID6058258""",Go Sedan,New Colony,Paharganj,6,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
21-04-2024,07:03:56,"""CNR2596122""",No Driver Found,"""CID9150395""",eBike,Seelampur,Sohna Road,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
12-07-2024,09:12:52,"""CNR9341963""",Cancelled by Driver,"""CID7763010""",Bike,Saket A Block,Kanhaiya Nagar,7.3,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
23-03-2024,22:13:19,"""CNR7296020""",Cancelled by Driver,"""CID5436814""",Bike,Udyog Vihar,Khan Market,11.1,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
02-06-2024,18:41:15,"""CNR1122228""",Cancelled by Driver,"""CID9605883""",Premier Sedan,Qutub Minar,Delhi Gate,6.7,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
23-09-2024,18:20:22,"""CNR2107701""",Completed,"""CID1002195""",Go Sedan,Ghitorni Village,Udyog Vihar Phase 4,6.6,22.6,1,Driver issue,1,Customer related issue,1,No proper reason,201,22.78,4.3,4.9,UPI
20-09-2024,10:11:04,"""CNR5605314""",Completed,"""CID4164245""",Premier Sedan,Basai Dhankot,Rohini West,9,37.3,1,Driver issue,1,Customer related issue,1,No proper reason,2142,8.62,3.9,4.1,Cash
14-05-2024,16:39:57,"""CNR3354364""",Completed,"""CID2276647""",Premier Sedan,Sikanderpur,Pragati Maidan,6.9,39.6,1,Driver issue,1,Customer related issue,1,No proper reason,285,6.3,3.7,4.3,Credit Card
30-05-2024,18:55:54,"""CNR1685176""",Completed,"""CID7079950""",Auto,Samaypur Badli,Moolchand,9,18,1,Driver issue,1,Customer related issue,1,No proper reason,763,47.63,3.8,4.1,UPI
07-12-2024,10:04:43,"""CNR5030752""",Completed,"""CID8171534""",Go Sedan,Tilak Nagar,Panchsheel Park,9.3,32.6,1,Driver issue,1,Customer related issue,1,No proper reason,474,8.03,4.3,3.1,UPI
19-02-2024,19:42:45,"""CNR6224086""",Completed,"""CID9483354""",Auto,Jama Masjid,Saket,2.7,28.2,1,Driver issue,1,Customer related issue,1,No proper reason,364,35.43,4.7,4.3,UPI
26-05-2024,19:31:23,"""CNR1286765""",Completed,"""CID2675986""",Auto,Paharganj,Chandni Chowk,8.1,25.6,1,Driver issue,1,Customer related issue,1,No proper reason,601,33.19,4.5,4.1,Cash
05-09-2024,21:35:53,"""CNR4899837""",Cancelled by Customer,"""CID5261736""",Go Sedan,Vatika Chowk,Tilak Nagar,17.5,10,1,Wrong Address,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
25-04-2024,18:18:54,"""CNR3478066""",Cancelled by Customer,"""CID7074147""",Bike,Govindpuri,Central Secretariat,15.9,10,1,Wrong Address,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
12-10-2024,09:46:02,"""CNR8077294""",Cancelled by Driver,"""CID1412778""",Go Sedan,Udyog Vihar,Mayur Vihar,8.2,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
04-06-2024,11:43:52,"""CNR2291639""",Cancelled by Driver,"""CID2149203""",Auto,Madipur,Ambience Mall,8.5,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
26-03-2024,09:16:02,"""CNR2509449""",Completed,"""CID9663321""",Go Sedan,Ghitorni,Golf Course Road,8.4,20.2,1,Driver issue,1,Customer related issue,1,No proper reason,312,27.93,3.7,4.6,Credit Card
28-10-2024,20:11:58,"""CNR5450271""",Completed,"""CID6792904""",Go Mini,Anand Vihar,Khan Market,10.6,20.3,1,Driver issue,1,Customer related issue,1,No proper reason,290,23.22,4.1,4.3,UPI
30-03-2024,18:33:51,"""CNR5771434""",Completed,"""CID8198919""",Bike,Ashok Vihar,Golf Course Road,12.5,23.3,1,Driver issue,1,Customer related issue,1,No proper reason,591,19.96,4.6,4.9,UPI
09-04-2024,11:03:40,"""CNR6908487""",Completed,"""CID6492417""",Go Sedan,Malviya Nagar,Panchsheel Park,11.5,42.2,1,Driver issue,1,Customer related issue,1,No proper reason,824,37.88,4.9,4.2,UPI
06-11-2024,18:38:00,"""CNR9374733""",Completed,"""CID3643462""",Go Sedan,Vasant Kunj,Karol Bagh,6.1,39.6,1,Driver issue,1,Customer related issue,1,No proper reason,88,42.41,4.6,4.4,UPI
25-04-2024,08:05:42,"""CNR5979130""",Completed,"""CID7121981""",eBike,Janakpuri,Indraprastha,11,23.4,1,Driver issue,1,Customer related issue,1,No proper reason,799,28.36,4.1,4.6,UPI
17-10-2024,05:37:06,"""CNR3113178""",Completed,"""CID7685917""",Premier Sedan,Udyog Vihar,Mansarovar Park,7.8,41.8,1,Driver issue,1,Customer related issue,1,No proper reason,940,29.46,4.6,4.3,Cash
28-03-2024,17:30:06,"""CNR1793408""",Cancelled by Driver,"""CID1169795""",Go Sedan,Sushant Lok,Vinobapuri,3.8,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
20-11-2024,22:27:54,"""CNR7179379""",Cancelled by Driver,"""CID7290352""",Auto,Raj Nagar Extension,Sikanderpur,11.1,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
01-12-2024,15:03:37,"""CNR7423673""",Completed,"""CID4006895""",Go Sedan,Maidan Garhi,Saidulajab,2.8,40.4,1,Driver issue,1,Customer related issue,1,No proper reason,162,47.39,4.2,4.9,UPI
18-12-2024,13:36:31,"""CNR6336396""",Cancelled by Driver,"""CID1521331""",Bike,Rajiv Nagar,Huda City Centre,8.9,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
07-08-2024,14:02:42,"""CNR7973833""",Completed,"""CID7581343""",Bike,Sikanderpur,Gwal Pahari,3.5,21.6,1,Driver issue,1,Customer related issue,1,No proper reason,689,27.94,4.3,4.5,Cash
17-03-2024,19:03:44,"""CNR2268200""",Completed,"""CID7309700""",Bike,South Extension,Vinobapuri,13,26.7,1,Driver issue,1,Customer related issue,1,No proper reason,496,48.59,4.9,4.6,Cash
14-08-2024,18:26:47,"""CNR2104895""",Cancelled by Customer,"""CID2281574""",Premier Sedan,Paharganj,Bhikaji Cama Place,10.1,10,1,Change of plans,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
09-06-2024,16:31:52,"""CNR7248397""",Incomplete,"""CID3253310""",Go Sedan,Janakpuri,Gurgaon Railway Station,3.6,10.9,1,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1105,14.66,3.8,4,UPI
03-11-2024,20:01:55,"""CNR3349211""",Completed,"""CID7307801""",Go Mini,Chhatarpur,Moolchand,11.1,28.7,1,Driver issue,1,Customer related issue,1,No proper reason,255,44.98,4.7,4.9,Cash
05-05-2024,10:26:21,"""CNR2719767""",Completed,"""CID9889257""",Premier Sedan,Greater Noida,Rithala,6.5,44.1,1,Driver issue,1,Customer related issue,1,No proper reason,1097,35.16,4.6,4.2,Uber Wallet
31-03-2024,19:45:16,"""CNR7637789""",No Driver Found,"""CID3200469""",Go Sedan,Bhikaji Cama Place,Gurgaon Sector 29,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
13-11-2024,16:47:40,"""CNR6600050""",Completed,"""CID2849745""",Go Sedan,Civil Lines Gurgaon,Chanakyapuri,11.7,41.9,1,Driver issue,1,Customer related issue,1,No proper reason,597,27.07,4.6,4.3,UPI
20-07-2024,11:54:50,"""CNR4359805""",Cancelled by Driver,"""CID7015602""",Go Mini,Tagore Garden,Gurgaon Railway Station,8.4,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
08-04-2024,21:12:00,"""CNR4735348""",Cancelled by Driver,"""CID8157051""",Go Mini,Tughlakabad,Dilshad Garden,3.1,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
22-12-2024,16:30:42,"""CNR3678810""",Incomplete,"""CID2499561""",eBike,ITO,Greater Kailash,6.1,16.7,1,Driver issue,1,Customer related issue,1,Vehicle Breakdown,205,4.58,3.8,4,Cash
27-12-2024,10:01:27,"""CNR6345208""",Completed,"""CID7852626""",Go Mini,IMT Manesar,Subhash Chowk,11.6,30.8,1,Driver issue,1,Customer related issue,1,No proper reason,989,29.1,4.5,4.1,UPI
14-04-2024,18:11:07,"""CNR3286584""",Completed,"""CID5173535""",Go Mini,AIIMS,Jor Bagh,8.6,21.8,1,Driver issue,1,Customer related issue,1,No proper reason,1031,39.32,3.9,4.2,Credit Card
29-01-2024,20:51:23,"""CNR1116600""",Completed,"""CID5948650""",Go Mini,Udyog Vihar Phase 4,Bhikaji Cama Place,2.2,29.1,1,Driver issue,1,Customer related issue,1,No proper reason,938,11.17,3.7,4.6,UPI
04-07-2024,17:41:43,"""CNR6549942""",No Driver Found,"""CID4459840""",Go Mini,Vishwavidyalaya,Patel Chowk,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
24-06-2024,16:15:08,"""CNR6009049""",Completed,"""CID5387223""",Premier Sedan,Kadarpur,Lajpat Nagar,8.6,18.4,1,Driver issue,1,Customer related issue,1,No proper reason,83,14.99,4.9,3.5,UPI
05-12-2024,21:13:07,"""CNR2516455""",Completed,"""CID1017933""",Go Mini,Noida Sector 18,Noida Sector 62,13.7,43.1,1,Driver issue,1,Customer related issue,1,No proper reason,829,21.21,4,4.3,UPI
20-01-2024,20:38:43,"""CNR5941125""",Completed,"""CID3279780""",Auto,Vishwavidyalaya,Jama Masjid,8.8,18.3,1,Driver issue,1,Customer related issue,1,No proper reason,499,17.58,4.5,4.9,UPI
19-09-2024,21:08:07,"""CNR1408538""",Completed,"""CID4421860""",Auto,Ghitorni,Pitampura,8,43,1,Driver issue,1,Customer related issue,1,No proper reason,424,8.48,4.8,4.9,UPI
23-08-2024,16:13:38,"""CNR7338506""",No Driver Found,"""CID7432619""",Auto,Pragati Maidan,Vinobapuri,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
04-11-2024,17:53:36,"""CNR3952042""",Incomplete,"""CID7379930""",Go Sedan,Panipat,DLF City Court,2.4,24.9,1,Driver issue,1,Customer related issue,1,Other Issue,347,1.29,3.8,4,Cash
28-06-2024,10:22:15,"""CNR4207658""",Completed,"""CID8987121""",eBike,Kherki Daula Toll,Sonipat,13.8,30.2,1,Driver issue,1,Customer related issue,1,No proper reason,732,33.33,4.1,4.6,UPI
12-04-2024,17:24:13,"""CNR2633151""",Completed,"""CID3702695""",eBike,Lal Quila,Rajiv Chowk,10,33.1,1,Driver issue,1,Customer related issue,1,No proper reason,579,47.89,4.2,4.6,UPI
18-02-2024,08:57:55,"""CNR4022054""",Cancelled by Customer,"""CID5417563""",Auto,Ashok Vihar,ITO,5.5,10,1,Driver asked to cancel,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
15-08-2024,22:29:46,"""CNR9801861""",Completed,"""CID1678860""",Bike,Kanhaiya Nagar,DLF City Court,3.7,37.6,1,Driver issue,1,Customer related issue,1,No proper reason,1448,38.23,4.2,4.4,Uber Wallet
26-09-2024,18:40:11,"""CNR1085025""",Cancelled by Customer,"""CID3737640""",Go Mini,Chandni Chowk,Azadpur,10.6,10,1,Driver asked to cancel,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
20-08-2024,07:44:06,"""CNR8814162""",Completed,"""CID5292007""",eBike,Preet Vihar,Huda City Centre,9.4,25,1,Driver issue,1,Customer related issue,1,No proper reason,533,10.39,4.3,4.2,Cash
06-05-2024,13:29:34,"""CNR2410238""",Completed,"""CID1279827""",Go Sedan,Dwarka Sector 21,Mehrauli,6.1,38.7,1,Driver issue,1,Customer related issue,1,No proper reason,418,9.82,4.4,4.3,UPI
14-07-2024,11:39:14,"""CNR7569661""",Completed,"""CID4456297""",Premier Sedan,Nirman Vihar,Noida Sector 62,12.1,39.8,1,Driver issue,1,Customer related issue,1,No proper reason,325,9.32,4.6,4.2,UPI
27-11-2024,08:10:35,"""CNR6900866""",No Driver Found,"""CID7784585""",Go Sedan,Rajiv Chowk,Rohini East,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
28-06-2024,17:49:31,"""CNR8869990""",Completed,"""CID9555224""",Auto,Akshardham,Bahadurgarh,8.4,23.7,1,Driver issue,1,Customer related issue,1,No proper reason,804,45.28,3.1,4.2,UPI
05-01-2024,22:19:52,"""CNR9672341""",Incomplete,"""CID6340422""",Auto,Saidulajab,DLF City Court,7.6,14.6,1,Driver issue,1,Customer related issue,1,Other Issue,129,9.07,3.8,4,UPI
10-03-2024,11:34:14,"""CNR8231298""",Incomplete,"""CID4261240""",Auto,Kanhaiya Nagar,Vatika Chowk,4.9,29.6,1,Driver issue,1,Customer related issue,1,Vehicle Breakdown,173,5.19,3.8,4,Cash
11-06-2024,21:56:19,"""CNR6688580""",Completed,"""CID5806866""",Go Sedan,Subhash Nagar,Ardee City,7.6,16,1,Driver issue,1,Customer related issue,1,No proper reason,1928,22.42,4.2,4.9,Credit Card
12-08-2024,21:46:19,"""CNR1323393""",Incomplete,"""CID4974555""",Auto,Akshardham,DLF Phase 3,9.5,25.6,1,Driver issue,1,Customer related issue,1,Other Issue,226,15.29,3.8,4,Cash
22-02-2024,17:58:09,"""CNR3346910""",Completed,"""CID1090788""",Go Mini,Moti Nagar,Mehrauli,7.5,35,1,Driver issue,1,Customer related issue,1,No proper reason,103,29.98,4.7,4,Credit Card
23-10-2024,18:18:27,"""CNR8981192""",Completed,"""CID5229259""",Go Mini,Okhla,Nawada,13.5,29.8,1,Driver issue,1,Customer related issue,1,No proper reason,447,14.31,4.2,4,UPI
31-03-2024,01:03:14,"""CNR6509618""",Completed,"""CID4195068""",Go Mini,Rithala,GTB Nagar,12.2,18.5,1,Driver issue,1,Customer related issue,1,No proper reason,223,16.94,3.4,4.7,UPI
05-06-2024,19:50:20,"""CNR3721776""",No Driver Found,"""CID6733297""",Go Mini,Keshav Puram,Kalkaji,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
06-04-2024,17:55:26,"""CNR5817470""",Completed,"""CID3400805""",Go Mini,Shahdara,Bahadurgarh,6.8,25.7,1,Driver issue,1,Customer related issue,1,No proper reason,518,47.25,4.4,4.3,Credit Card
30-12-2024,20:34:33,"""CNR8849822""",Cancelled by Customer,"""CID6919223""",Bike,Kadarpur,Paharganj,10.7,10,1,Driver asked to cancel,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
08-09-2024,15:36:18,"""CNR2170919""",Completed,"""CID1280544""",Auto,Patel Chowk,Arjangarh,11.7,40.8,1,Driver issue,1,Customer related issue,1,No proper reason,569,26.7,4.3,4.6,UPI
14-08-2024,13:37:45,"""CNR1183933""",Completed,"""CID9903849""",eBike,Gwal Pahari,Saket A Block,6.6,19.2,1,Driver issue,1,Customer related issue,1,No proper reason,316,47.07,4.3,4.1,Cash
21-02-2024,17:45:17,"""CNR8639141""",Cancelled by Customer,"""CID1150966""",Bike,Netaji Subhash Place,Noida Film City,7.3,10,1,Driver is not moving towards pickup location,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
25-02-2024,16:24:04,"""CNR2432297""",Completed,"""CID4837715""",Go Sedan,Gwal Pahari,Golf Course Road,9.6,22.4,1,Driver issue,1,Customer related issue,1,No proper reason,1301,23.64,4.4,4.3,UPI
21-07-2024,05:46:41,"""CNR7351773""",Completed,"""CID1244222""",Premier Sedan,Bahadurgarh,Panipat,7.2,34.6,1,Driver issue,1,Customer related issue,1,No proper reason,500,42.6,4,4.6,Debit Card
25-11-2024,13:42:22,"""CNR3498639""",Cancelled by Driver,"""CID3172530""",Go Sedan,Qutub Minar,Dwarka Sector 21,5.8,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
16-06-2024,11:49:37,"""CNR2465195""",Completed,"""CID5871891""",Go Sedan,Rithala,MG Road,6.1,42.9,1,Driver issue,1,Customer related issue,1,No proper reason,1483,3.3,4.3,4.3,UPI
10-02-2024,19:10:02,"""CNR7434192""",Cancelled by Driver,"""CID2529849""",Go Sedan,DLF City Court,Vaishali,10.6,10,1,Driver issue,1,Personal & Car related issues,1,No proper reason,879,12.5,3.8,4,UPI
07-06-2024,16:31:55,"""CNR1068844""",Completed,"""CID8583503""",Auto,Aya Nagar,Rithala,15,30.8,1,Driver issue,1,Customer related issue,1,No proper reason,580,3.02,3.8,3.8,Cash
11-07-2024,09:50:57,"""CNR9377427""",Completed,"""CID1442993""",Go Mini,Lajpat Nagar,Bhiwadi,4.8,26.6,1,Driver issue,1,Customer related issue,1,No proper reason,305,29.57,4.2,4.3,UPI
05-04-2024,14:12:04,"""CNR4892776""",Completed,"""CID8949888""",Auto,Azadpur,Vinobapuri,10.6,42.2,1,Driver issue,1,Customer related issue,1,No proper reason,261,40.5,4.7,4.9,Debit Card
30-01-2024,13:17:34,"""CNR4308582""",Completed,"""CID1466409""",Go Sedan,Sadar Bazar Gurgaon,Central Secretariat,14.7,29.4,1,Driver issue,1,Customer related issue,1,No proper reason,460,37.73,4.6,3.7,Cash
19-09-2024,17:24:56,"""CNR7977538""",No Driver Found,"""CID2963768""",Go Sedan,Ghitorni,Sikanderpur,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
16-07-2024,19:05:14,"""CNR7836122""",Completed,"""CID4798856""",Bike,Greater Kailash,Golf Course Road,13.2,24.9,1,Driver issue,1,Customer related issue,1,No proper reason,55,38.52,4.2,4.1,UPI
15-05-2024,17:25:47,"""CNR8207728""",No Driver Found,"""CID2400940""",Auto,Anand Vihar,AIIMS,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
18-04-2024,06:29:28,"""CNR2532424""",No Driver Found,"""CID7229380""",Go Sedan,Vaishali,Mansarovar Park,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
25-06-2024,21:08:30,"""CNR7272056""",Completed,"""CID6684761""",Premier Sedan,Subhash Chowk,Sikanderpur,12.4,44,1,Driver issue,1,Customer related issue,1,No proper reason,69,22.02,4.9,4.9,Cash
03-09-2024,08:38:46,"""CNR7748963""",Cancelled by Driver,"""CID5963512""",Go Sedan,Lajpat Nagar,Kaushambi,4.7,10,1,Driver issue,1,The customer was coughing/sick,1,No proper reason,879,12.5,3.8,4,UPI
11-07-2024,13:40:33,"""CNR5347544""",Completed,"""CID7151952""",Bike,Udyog Vihar Phase 4,Hauz Rani,6.3,18.7,1,Driver issue,1,Customer related issue,1,No proper reason,356,48.82,4.4,4.1,UPI
12-07-2024,16:21:54,"""CNR1288379""",Completed,"""CID4421875""",eBike,Cyber Hub,Shahdara,3.1,34,1,Driver issue,1,Customer related issue,1,No proper reason,54,40.45,4.3,5,Uber Wallet
14-03-2024,20:35:01,"""CNR6117627""",Completed,"""CID2132413""",Go Mini,Meerut,Sonipat,14.9,24.4,1,Driver issue,1,Customer related issue,1,No proper reason,269,16.35,4.1,3.4,Uber Wallet
30-01-2024,19:18:16,"""CNR2618953""",Completed,"""CID8891537""",Bike,Sushant Lok,Rithala,5.5,24.8,1,Driver issue,1,Customer related issue,1,No proper reason,917,6.58,4.1,4.2,Uber Wallet
04-12-2024,21:44:29,"""CNR6539952""",Completed,"""CID4010457""",Auto,Kaushambi,Central Secretariat,4.6,32.2,1,Driver issue,1,Customer related issue,1,No proper reason,137,44.5,4.3,5,UPI
05-07-2024,18:57:00,"""CNR7482615""",Completed,"""CID5181114""",Go Sedan,Aya Nagar,Old Gurgaon,7.4,20.1,1,Driver issue,1,Customer related issue,1,No proper reason,2449,2.75,3.9,4.4,UPI
08-05-2024,18:17:44,"""CNR8695956""",Completed,"""CID8136145""",Auto,Arjangarh,Khandsa,8,26.8,1,Driver issue,1,Customer related issue,1,No proper reason,276,48.03,4.2,3.9,UPI
01-06-2024,12:33:35,"""CNR3419879""",Completed,"""CID3027095""",Auto,AIIMS,Basai Dhankot,14.7,17.1,1,Driver issue,1,Customer related issue,1,No proper reason,1254,15.74,3.6,4.9,Credit Card
07-10-2024,22:54:34,"""CNR9274015""",Cancelled by Driver,"""CID7065659""",Premier Sedan,Indraprastha,Netaji Subhash Place,8.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
16-01-2024,17:01:19,"""CNR3991036""",Completed,"""CID2838737""",Auto,Udyog Vihar Phase 4,Kadarpur,10.2,29.2,1,Driver issue,1,Customer related issue,1,No proper reason,181,32.56,4.6,4.9,Cash
17-06-2024,19:45:46,"""CNR1877631""",Completed,"""CID6989729""",Premier Sedan,Madipur,Okhla,14.2,37.9,1,Driver issue,1,Customer related issue,1,No proper reason,230,26.14,4.9,5,UPI
18-08-2024,20:38:09,"""CNR1128863""",Completed,"""CID9172334""",eBike,Bhikaji Cama Place,Chirag Delhi,2.4,24.2,1,Driver issue,1,Customer related issue,1,No proper reason,1044,45.2,3.1,4.9,UPI
08-03-2024,09:52:12,"""CNR3240887""",Completed,"""CID7561882""",Go Mini,Chanakyapuri,Akshardham,2.6,27.4,1,Driver issue,1,Customer related issue,1,No proper reason,713,4.29,4.7,4.3,UPI
01-03-2024,20:04:04,"""CNR7042876""",Incomplete,"""CID9421363""",eBike,Old Gurgaon,Hauz Khas,6.8,16.5,1,Driver issue,1,Customer related issue,1,Customer Demand,923,14.09,3.8,4,Cash
06-03-2024,19:55:00,"""CNR5831487""",Cancelled by Driver,"""CID4719359""",Premier Sedan,Ashok Vihar,Greater Kailash,8.6,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
07-08-2024,12:44:21,"""CNR1706901""",Completed,"""CID8350664""",Premier Sedan,Mundka,Kaushambi,5,40.2,1,Driver issue,1,Customer related issue,1,No proper reason,133,34.47,3.6,3.3,Debit Card
01-02-2024,19:44:29,"""CNR3034962""",Completed,"""CID4450919""",Auto,Barakhamba Road,Panipat,4.3,29.4,1,Driver issue,1,Customer related issue,1,No proper reason,887,3.06,4.6,4.6,Cash
15-01-2024,13:18:51,"""CNR5364896""",Completed,"""CID8387341""",Bike,Keshav Puram,Noida Sector 62,4.1,45,1,Driver issue,1,Customer related issue,1,No proper reason,496,42.29,3.7,4.5,Cash
04-08-2024,12:09:18,"""CNR6617229""",Completed,"""CID9140239""",Premier Sedan,Chirag Delhi,Chandni Chowk,14.9,18,1,Driver issue,1,Customer related issue,1,No proper reason,458,46.02,4.7,3.1,Cash
03-09-2024,10:10:08,"""CNR4818170""",Cancelled by Driver,"""CID9418392""",Bike,Lal Quila,Ghitorni,7.7,10,1,Driver issue,1,More than permitted people in there,1,No proper reason,879,12.5,3.8,4,UPI
17-08-2024,07:45:59,"""CNR2779107""",Completed,"""CID9794638""",Auto,Sultanpur,Ambience Mall,10.1,21.8,1,Driver issue,1,Customer related issue,1,No proper reason,98,24.03,4.3,4.3,UPI
11-01-2024,08:41:13,"""CNR9865299""",No Driver Found,"""CID3846059""",Go Sedan,Lajpat Nagar,Manesar,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
17-03-2024,17:12:59,"""CNR5372686""",Completed,"""CID2437014""",Go Mini,Noida Film City,IMT Manesar,8.4,34.1,1,Driver issue,1,Customer related issue,1,No proper reason,1356,15.45,3.4,4.9,UPI
27-07-2024,08:19:43,"""CNR2306272""",Completed,"""CID2551794""",Go Sedan,Rohini,Janakpuri,8.4,33.5,1,Driver issue,1,Customer related issue,1,No proper reason,908,46.72,4.7,4.2,Cash
18-04-2024,11:51:43,"""CNR5566466""",Completed,"""CID4136858""",Auto,GTB Nagar,Maidan Garhi,11,22.8,1,Driver issue,1,Customer related issue,1,No proper reason,107,47.7,3.9,4.2,UPI
09-01-2024,02:51:57,"""CNR2736205""",Completed,"""CID5950944""",Auto,GTB Nagar,Qutub Minar,13.9,33.9,1,Driver issue,1,Customer related issue,1,No proper reason,443,17.15,3.8,3.7,Credit Card
01-05-2024,11:09:21,"""CNR9484755""",Completed,"""CID1862937""",Auto,Uttam Nagar,Barakhamba Road,10.2,44.7,1,Driver issue,1,Customer related issue,1,No proper reason,420,8.31,3.3,4.3,Cash
11-03-2024,16:02:17,"""CNR2344676""",Incomplete,"""CID9597959""",Go Mini,Nehru Place,Janakpuri,4.2,12.6,1,Driver issue,1,Customer related issue,1,Other Issue,609,18.21,3.8,4,UPI
14-03-2024,19:02:44,"""CNR4307182""",No Driver Found,"""CID8849773""",Premier Sedan,Gwal Pahari,Vaishali,5.6,10,1,Driver issue,1,Customer related issue,1,No proper reason,879,12.5,3.8,4,UPI
24-02-2024,13:53:05,"""CNR3095623""",Completed,"""CID6812624""",Go Mini,Noida Sector 62,Hero Honda Chowk,3.2,43.1,1,Driver issue,1,Customer related issue,1,No proper reason,138,9.51,4.7,5,UPI
13-11-2024,19:13:59,"""CNR4297712""",Completed,"""CID1952504""",Go Sedan,Kaushambi,Welcome,14,23.9,1,Driver issue,1,Customer related issue,1,No proper reason,404,17.79,4.1,4.6,UPI
